author_id,perplexity,x,y,forget_class,kmeans_cluster
135,30,-0.417121,0.237278,retain (0–179),0
136,30,0.819460,1.708167,retain (0–179),0
137,30,-0.654844,-0.606050,retain (0–179),0
138,30,-1.829591,-1.044663,retain (0–179),3
139,30,-1.362552,-2.223010,retain (0–179),2
140,30,-1.098848,0.514985,retain (0–179),1
141,30,-0.437737,0.454387,retain (0–179),0
142,30,-1.451491,1.570631,retain (0–179),1
143,30,-2.158479,-1.709480,retain (0–179),0
144,30,0.015948,0.148770,retain (0–179),1
145,30,-1.892835,-0.733305,retain (0–179),4
146,30,0.647148,-2.151311,retain (0–179),2
147,30,-2.170057,1.579351,retain (0–179),2
148,30,0.368583,1.331506,retain (0–179),3
149,30,-0.197631,-1.306370,retain (0–179),0
150,30,-0.382885,1.353731,retain (0–179),5
151,30,1.583996,0.607208,retain (0–179),2
152,30,0.088862,-0.550939,retain (0–179),1
153,30,1.381647,-0.175540,retain (0–179),2
154,30,-1.220834,0.069683,retain (0–179),2
155,30,0.857714,-0.829946,retain (0–179),3
156,30,0.964661,1.186623,retain (0–179),2
157,30,0.776150,-0.135525,retain (0–179),3
158,30,-0.465991,0.187754,retain (0–179),0
159,30,-0.585721,-0.761057,retain (0–179),1
160,30,-0.688969,-0.313494,retain (0–179),4
161,30,-0.939527,2.104474,retain (0–179),2
162,30,-2.367566,-0.174172,retain (0–179),0
163,30,0.702402,0.368807,retain (0–179),3
164,30,-0.436617,-0.262403,retain (0–179),1
165,30,0.266517,0.987485,retain (0–179),2
166,30,1.877764,1.246832,retain (0–179),0
167,30,0.981772,-0.294306,retain (0–179),1
